"site_no","start_date","end_date","lam1","tau2","tau3","tau4","ar1","amplitude","phase","ma1","ma2","ma3","ma4","ma5","ma6","ma7","ma8","ma9","ma10","ma11","ma12","ma13","ma14","ma15","ma16","ma17","ma18","ma19","ma20","ma21","ma22","ma23","ma24","ma25","ma26","ma27","ma28","ma29","ma30","ma31","ma32","ma33","ma34","ma35","ma36","ma37","ma38","ma39","ma40","ma41","ma42","ma43","ma44","ma45","ml1","ml2","ml3","ml4","ml5","ml6","ml7","ml8","ml9","ml10","ml11","ml12","ml13","ml14","ml15","ml16","ml17","ml18","ml19","ml20","ml21","ml22","mh1","mh2","mh3","mh4","mh5","mh6","mh7","mh8","mh9","mh10","mh11","mh12","mh13","mh14","mh15","mh16","mh17","mh18","mh19","mh20","mh21","mh22","mh23","mh24","mh25","mh26","mh27","fl1","fl2","fl3","fh1","fh2","fh3","fh4","fh5","fh6","fh7","fh8","fh9","fh10","fh11","dl1","dl2","dl3","dl4","dl5","dl6","dl7","dl8","dl9","dl10","dl11","dl12","dl13","dl14","dl15","dl16","dl17","dl18","dl19","dl20","dh1","dh2","dh3","dh4","dh5","dh6","dh7","dh8","dh9","dh10","dh11","dh12","dh13","dh14","dh15","dh16","dh17","dh18","dh19","dh20","dh21","dh22","dh23","dh24","ta1","ta2","ta3","tl1","tl2","tl3","tl4","th1","th2","th3","ra1","ra2","ra3","ra4","ra5","ra6","ra7","ra8","ra9","comment"
"08068780","1982-10-01","2016-09-30",23.715,0.91,0.86,0.73,0.586,0.071,81.248,23.713,1.07,455.121,NA,22.442,Inf,69.238,27.728,Inf,6.029,4.54,23.229,25.385,24.201,34.715,39.394,23.457,20.158,8.117,9.457,22.583,35.878,18.412,176.347,168.752,194.986,182.485,230.336,202.979,215.116,268.077,NA,236.067,227.703,192.526,57.556,4.732,14.653,192.721,3.772,0.578,3.745,1.311,3.11,0.335,0.92,1.205,0.741,0.406,0.775,0.541,0.553,0.21,0.276,0.194,0.355,0.621,187.212,0.009,0.001,0,0.002,158.03,0.09,0.053,190.678,0,186.122,196.146,243.935,416.05,404.352,185.041,176.75,86.734,116.137,192.287,415.114,149.445,224.907,972.69,414.902,30.679,5.596,16.965,-0.938,31.126,514.682,486.839,500.711,137.188,157.059,189.182,176.028,10.25,59.708,16.583,14.958,32.697,121.416,81.833,15.916,16.208,14.708,14.958,10.833,3.875,0.708,0.024,0.022,0.03,0.149,1.093,190.678,162.13,149.267,143.186,103.853,0.025,0.029,0.141,0.204,0.014,6.919,65.573,36.833,127.434,2.25,1276.154,809.078,421.823,130.408,68.522,83.286,75.972,73.633,66.508,70.477,1207.03,395.939,122.716,5.701,5.537,45.8,11.906,7.787,5.648,6.243,26.853,258.729,0.708,317.542,0.338,49.197,0.254,339.137,62.586,0.026,0.013,244.241,73.036,0.319,37.948,473.163,15.982,573.552,0.257,0.586,0.368,97.916,18.643,"weighted"
"08068800","1982-10-01","2016-09-30",138.942,0.836,0.784,0.59,0.839,0.122,88.85,138.943,15.06,286.744,53.692,9.686,105.199,18.04,9.399,1.73,1.093,0.85,144.043,175.583,132.798,188.341,186.972,177.758,123.677,55.756,56.243,123.609,174.99,132.072,132.388,129.866,141.387,150.096,164.01,151.22,138.344,159.407,163.27,152.64,168.437,141.476,35.886,3.605,10.269,160.071,2.323,0.649,3.014,1.003,2.598,0.184,15.275,15.974,8.795,7.263,7.983,10.193,8.092,5.737,5.444,4.747,6.599,8.415,146.008,0.168,0.03,0.166,0.04,74.221,2.954,0.104,46.387,0.013,660.188,744.512,715.371,1428.903,1127.184,868.768,778.484,428.052,500.192,789.486,1117.156,668.448,162.324,159.804,148.38,22.228,3.742,10.36,-1.18,16.263,179.118,178.64,198.738,29.337,40.024,53.057,42.037,14.96,52.042,14.52,16.72,23.914,101.76,66.48,19.12,17.04,14,16.72,15.2,2.88,0.6,2.76,3.032,3.602,6.032,16.074,46.387,39.574,38.087,45.805,54.206,0.164,0.209,0.357,0.423,0.266,5.438,47.852,0,NA,0,3480.24,2714.096,1866.651,660.371,355.048,77.284,70.788,70.154,64.641,75.098,231.749,125.216,44.909,4.812,4.965,45.862,9.769,6.009,4.825,5.488,18.728,272.1,1.08,317.88,0.311,42.848,0.306,345.844,62.823,0.025,0.016,269.158,68.963,0.363,108.846,325.747,51.226,329.682,0.31,0.331,0.231,117.4,12.818,"weighted"
"08069000","1944-10-01","2016-09-30",206.98,0.81,0.74,0.56,0.804,0.07,76.419,206.976,36.3,278.087,49.154,5.702,210.478,18.721,7.786,1.489,0.816,0.571,236.212,236.618,161.517,245.662,307.563,276.172,135.412,83.593,162.628,226.323,225.955,191.35,130.358,125.59,133.923,153.564,164.544,145.393,132.239,133.863,136.359,139.094,151.722,133.092,28.666,2.472,6.562,144.225,1.377,0.726,3.635,1.195,1.8,0.121,27.782,25.941,19.859,17.427,19.302,21.54,19.403,16.359,17.137,17.137,18.693,20.838,99.839,0.228,0.059,0.181,0.067,115.181,5.894,0.139,95.583,0.039,1132.028,1110.304,871.743,1377.287,1822.379,1626.757,830.594,666.751,1235.369,1660.932,1302.496,1019.431,150.037,123.411,79.066,13.336,3.003,10.122,-0.991,16.903,110.224,91.463,101.818,19.963,26.504,37.247,26.523,7.028,110.011,12.486,17.333,43.433,91.5,56.014,16.875,17.347,12.792,17.333,7.917,7.042,0.778,11.202,11.616,12.624,18.705,39.821,95.583,94.97,93.416,89.773,91.436,0.309,0.348,0.515,0.386,0.063,3.929,129.494,6.208,368.377,0,4817.431,3767.38,2478.585,891.73,487.816,68.78,69.789,70.466,65.861,66.642,132.712,68.281,24.566,4.092,4.793,42.607,11.039,5.296,4.384,5.28,38.119,251.576,1.181,314.069,0.27,29.705,0.095,18.387,71.911,0.004,0.047,267.53,80.472,0.088,180.579,316.751,82.222,315.882,0.29,0.359,0.241,112.764,18.397,"none"
"08070000","1939-10-01","2016-09-30",227.407,0.783,0.765,0.603,0.716,0.16,54.236,227.449,46.784,264.008,30.235,4.862,35.166,8.316,5.489,0.924,0.55,0.442,318.654,368.354,261.571,303.436,312.99,254.966,80.463,48.057,82.885,140.723,323.302,248.184,93.038,98.373,95.695,120.543,113.035,107.944,95.027,68.013,88.753,99.924,111.063,100.377,36.323,2.926,7.87,157.258,1.876,0.7,3.338,1.407,2.271,0.172,65.605,72.628,62.907,44.307,36.426,29.427,20.572,15.706,17.766,18.338,31.177,48.356,87.9,0.23,0.077,0.233,0.083,63.735,7.735,0.214,52.941,0.037,1489.322,1811.176,1337.956,2264.463,1972.759,2084.791,544.987,270.908,542.108,1100.02,2828.133,1418.146,227.851,84.29,69.306,9.112,2.613,13.855,-0.246,22.922,163.453,110.428,109.915,24.891,33.191,44.496,31.579,6.603,62.078,6.143,11.632,38.23,80.588,43.662,9.353,11.514,9.485,11.632,6.926,3.559,0.661,11.991,12.181,12.656,15.867,24.336,52.941,52.898,52.187,53.343,71.925,0.256,0.271,0.339,0.477,0.26,10.768,62.993,0,NA,0,7449.588,5078.987,2896.457,1056.323,575.242,111.478,98.339,87.901,78.407,69.852,159.234,61.928,22.588,4.145,6.488,54.299,19.786,7.029,4.615,7.839,42.942,278.405,0.794,313.721,0.405,49.571,0.127,341.968,31.989,0.009,0.023,171.775,63.496,0.204,197.72,448.643,95.975,557.799,0.288,0.211,0.1,88.059,11.519,"weighted"
"08070200","1984-10-01","2016-09-30",291.26,0.75,0.72,0.53,0.745,0.19,49.799,291.261,68,214.604,27.559,4.283,33.95,8.94,5.728,0.835,0.519,0.414,432.02,479.313,432.43,298.97,373.02,314.586,123.45,43.578,71.423,268.486,343.684,326.457,88.612,83.35,89.129,90.611,84.999,89.095,83.952,51.926,76.275,95.762,106.223,89.592,26.444,3.009,7.35,144.402,1.676,0.751,2.133,0.8,1.779,-0.022,89.022,109.981,92.247,64.037,54.053,49.458,30.208,21.492,21.463,22.372,44.333,65.494,86.161,0.204,0.07,0.193,0.078,63.707,6.999,0.253,45.406,0.039,1863.062,1726.75,1762.469,1309.784,1928.662,1736.872,662.147,158.183,375.119,2480,2269.637,1423.531,230.374,61.33,51.944,9.985,2.706,13.458,-0.361,18.552,148.993,98.273,93.694,17.831,23.929,33.142,23.206,6.906,50.476,3,10.438,35.092,84.625,46.875,8.75,10.688,8.562,10.438,6.781,2.719,0.844,15.236,15.6,16.328,21.376,30.931,45.406,43.675,41.396,41.463,49.332,0.224,0.24,0.314,0.472,0.294,10.735,51.131,0,NA,0,7198.25,5135.031,3241.313,1276.748,765.405,126.363,100.454,86.472,69.873,59.285,105.857,47.666,18.776,3.804,7.903,47.467,21.069,7.941,5.474,8.766,42.971,258.234,1.25,310.781,0.434,52.723,0.152,348.366,29.564,0.012,0.033,146.081,70.046,0.249,182.282,478.086,89.665,571.925,0.31,0.172,0.09,91.375,11.335,"none"
"08070500","1944-10-01","2016-09-30",81.28,0.7,0.77,0.64,0.559,0.12,58.168,81.276,27,266.433,24.034,3.01,9.167,4.067,3,0.672,0.426,0.333,112.846,119.027,91.126,102.002,106.128,99.889,39.398,26.182,37.735,70.506,90.752,83.235,105.645,107.319,104.394,118.053,116.846,107.273,75.492,43.681,72.854,91.007,108.748,105.342,24.804,2.077,5.012,136.762,1.129,0.774,2.468,0.959,1.968,0.138,31.317,34.676,31.785,25.305,22.36,19.374,16.276,14.287,14.415,14.79,20.689,27.086,59.791,0.399,0.179,0.4,0.189,49.147,17.863,0.319,36.012,0.106,755.804,770.028,643.607,833.536,833.551,1015.35,269.249,112.327,290.162,644.594,739.182,559.638,203.333,73.673,42.222,4.074,1.889,11.702,0.047,27.239,77.776,47.348,49.444,17.356,25.008,34.884,20.87,7.014,68.543,0,12.833,36.149,50.889,23.333,10.486,12.958,9.778,12.833,7.347,3.764,0.875,11.157,11.347,11.762,13.599,17.287,36.012,36.863,36.851,35.89,46.097,0.413,0.436,0.504,0.63,0.444,9.975,78.084,0,NA,0,2860.056,1772.621,920.676,337.02,189.666,104.635,100.713,91.765,74.226,63.221,105.928,34.099,12.482,3.372,5.898,67.081,17.341,3.927,2.386,7.117,38.503,248.312,0.806,301.292,0.477,53.652,0.066,343.085,33.7,0.004,0.019,187.383,69.432,0.066,106.397,399.399,48.288,539.04,0.25,0.167,0.083,91.125,17.118,"none"
"08071000","1943-10-01","2016-09-30",77.41,0.698,0.727,0.593,0.573,0.144,49.191,77.414,25.304,221.54,27.691,3.054,14.5,5.207,3.625,0.825,0.51,0.399,106.445,120.087,90.408,97.814,103.126,79.839,37.927,22.481,38.765,67.41,91.804,76.593,70.473,84.446,73.668,101.017,101.305,94.517,74.83,53.327,67.426,85.347,83.561,68.142,23.319,2.034,5.608,144.714,1.257,0.662,3.1,1.162,2.598,0.222,35.552,38.572,33.78,23.691,19.493,15.634,13.482,11.099,11.963,13.163,20.686,28.332,76.326,0.288,0.147,0.3,0.157,51.207,14.638,0.343,56.801,0.076,463.238,644.568,426.556,717.676,722.706,765.16,273.9,94.824,271.141,596.897,638.27,350.24,237.209,57.993,39.361,5.028,2.155,17.815,Inf,21.401,82.157,55.92,59.481,14.134,22.781,34.786,19.041,6.34,77.199,2.46,11.6,43.37,62.54,26.28,10.32,10.94,7.66,11.6,6.72,2.92,0.88,8.917,9.112,9.481,11.552,17.05,56.801,61.002,60.484,57.139,68.787,0.354,0.377,0.46,0.596,0.35,10.126,78.534,0,NA,0,2503.954,1552.723,858.163,315.596,182.26,120.893,104.698,95.278,85.082,70.983,98.259,33.683,12.425,4.087,5.346,80.054,18.148,5.732,3.426,7.908,43.058,261.23,0.68,300.6,0.402,51.223,0.17,319.726,33.255,0.017,0.014,167.317,60.567,0.274,74.994,482.302,35.727,628.907,0.276,0.167,0.089,90.08,10.566,"weighted"
"08071280","1984-10-01","2016-09-30",176.659,0.887,0.814,0.637,0.871,0.119,66.849,171.651,7.021,328.26,116.77,24.629,1540.126,111.678,49.766,3.924,2.527,2.097,203.727,230.615,274.693,182.557,233.789,258.541,51.341,12.794,69.623,234.992,135.481,175.598,112.896,121.959,126.007,150.105,167.513,167.553,181.237,183.792,182.752,203.664,153.887,132.778,72.101,5.175,16.631,194.17,4.509,0.787,2.473,1.455,2.082,0.024,19.088,20.821,12.388,4.05,2.61,5.786,0.918,0.456,0.558,0.975,3.053,6.733,246.5,0.006,0,0.001,0.001,174.914,0.047,0.086,182.39,0,842.175,928.347,1336.99,991.376,1569.229,1372.094,401.134,105.139,572.536,1735.788,872.26,878.774,228.173,315.178,398.803,46.406,9.386,15.502,-0.247,23.844,732.973,716.986,729.752,96.383,119.409,139.234,151.97,9.393,46.138,12.429,10.25,41.278,138.429,104.214,12.143,11.929,11,10.25,9.75,2.036,0.714,0.072,0.089,0.142,0.87,4.5,182.39,181.299,178.909,141.713,136.659,0.01,0.022,0.144,0.188,0.03,8.879,53.702,14.643,170.581,1.179,5198.089,4524.876,2923.546,1014.565,546.239,103.174,104.229,99.511,79.744,67.573,722.855,405.727,142.651,4.632,8.591,45.795,15.293,11.756,9.536,8.937,29.258,257.929,1.643,316.357,0.221,37.056,0.267,342.105,43.646,0.023,0.026,133.277,66.227,0.273,118.013,465.888,56.095,454.575,0.299,0.388,0.267,88.822,12.962,"weighted"
"08072300","1977-10-01","2016-09-30",55.579,0.82,0.77,0.585,0.721,0.08,62.921,55.582,7.297,284.786,62.537,7.618,60.379,15.278,8.706,2.051,1.36,1.08,63.35,62.471,49.314,70.548,79.164,62.726,36.302,23.176,47.504,47.06,72.006,54.957,154.503,147.43,175.197,168.524,177.925,141.546,117.313,146.785,156.967,147.601,150.195,180.466,20.511,2.927,6.328,137.036,1.326,0.878,2.187,0.95,1.661,0.026,4.959,4.471,2.723,2.096,3.039,3.986,4.002,3.492,3.784,2.78,3.188,3.52,101.086,0.205,0.041,0.197,0.048,84.658,4.013,0.105,41.152,0.023,415.192,422.297,410.585,560.259,630.541,384.001,230.676,213.235,410.428,423.873,510.814,378.573,129.407,167.535,120.769,15.77,3.724,9.852,-0.966,22.879,132.202,128.232,135.245,32.404,42.21,55.946,45.788,14.213,53.71,13.531,16.727,28.133,103.727,62.03,19.394,17.697,14.363,16.727,14.909,2.728,0.97,1.466,1.523,1.689,2.926,9.619,41.152,38.338,37.694,46.248,82.558,0.201,0.232,0.401,0.441,0.276,6.248,47.272,0,NA,0,1448.273,1053.744,659.449,245.674,136.634,57.607,64.707,67.289,59.174,62.533,198.497,90.389,33.673,3.907,5.176,33.536,9.612,5.911,4.347,5.467,19.323,234.909,1.121,292.757,0.238,35.423,0.18,95.814,72.828,0.018,0.018,152.405,65.071,0.256,58.102,315.75,27.66,307.549,0.313,0.294,0.265,123.697,7.557,"weighted"
"08072730","1977-10-01","2016-09-30",28.03,0.842,0.785,0.607,0.655,0.055,153.005,28.032,3.257,316.368,159.099,8.725,241.86,25.11,10.676,4.88,2.88,2.119,23.744,25.362,23.157,42.229,38.161,32.478,22.931,14.635,24.872,33.274,34.994,21.026,172.231,151.597,199.864,206.515,185.607,171.911,158.145,178.95,198.58,185.153,164.075,178.723,39.224,2.656,6.045,158.872,1.494,1.304,2.679,0.737,1.905,0.108,2.461,1.88,1.334,1.161,1.374,1.424,1.178,1.141,1.302,1.261,1.466,1.822,145.92,0.154,0.029,0.109,0.035,156.869,2.929,0.087,134.505,0.03,155.523,152.055,183.71,458.644,281.136,211.759,177.798,156.046,265.741,270.624,252.222,156.896,177.095,245.18,136.586,19.174,3.422,11.907,-0.312,46.303,143.752,137.245,141.51,39.339,48.084,59.463,50.001,13.028,71.38,17.625,19.417,26.289,97.667,65.805,20.667,19.722,16.889,19.417,13.389,4.083,0.834,0.639,0.662,0.738,1.546,4.741,134.505,115.364,109.992,84.388,78.281,0.177,0.206,0.46,0.374,0.108,5.635,75.022,6.473,213.192,0,995.514,645.721,405.066,140.963,74.305,93.174,90.041,84.351,69.243,65.671,302.12,124.569,43.516,4.102,4.262,37.119,8.938,5.005,3.934,4.672,22.18,241.042,1.028,307.5,0.214,32.007,0.252,286.462,57.168,0.018,0.024,286.903,71.504,0.283,30.595,423.045,15.297,403.734,0.318,0.359,0.317,119.111,19.45,"weighted"
"08072760","1977-10-01","2016-09-30",36.358,0.794,0.805,0.636,0.456,0.094,202.117,36.358,5.833,318.417,44.664,7.534,647.518,17.334,8.383,4.322,2.302,1.796,33.478,26.154,24.999,59.144,43.576,38.864,48.481,24.533,39.357,36.292,40.841,20.744,169.811,123.509,189.744,197.062,171.394,144.771,168.84,173.853,211.021,195.999,170.015,167.342,17.382,1.776,4.415,128.091,0.81,1.478,1.833,0.499,1.461,0.078,4.29,4.318,3.81,3.736,4.222,4.377,4.614,4.44,4.251,3.591,3.708,3.923,73.356,0.399,0.1,0.405,0.112,108.432,10.058,0.132,60.031,0.108,267.159,157.732,256.236,815.498,355.889,248.944,426.57,261.459,437.071,408.833,393.518,209.213,162.716,232.156,114.55,15.703,3.131,11.325,-0.468,65.311,111.328,106.098,105.578,37.452,45.958,55.223,44.625,17.117,52.286,8.118,23.706,22.962,87.706,55.647,23.588,22.412,18.588,23.706,17.53,4.294,0.647,2.657,2.998,3.239,4.856,10.56,60.031,25.248,24.363,25.073,43.693,0.395,0.494,0.791,0.668,0.519,4.834,45.789,5.647,154.648,0,1606.647,860.39,481.137,165.843,81.171,80.842,69.175,67.814,53.309,54.113,291.225,99.343,34.283,3.593,3.74,28.779,7.86,4.041,3.007,3.888,16.36,262.324,0.706,327.882,0.364,52.229,0.401,23.551,62.374,0.032,0.01,253.249,69.96,0.414,42.288,425.179,25.007,460.16,0.359,0.179,0.217,141.059,10.65,"weighted"
"08073500","1945-10-01","2016-09-30",286.87,0.715,0.602,0.336,0.895,0.072,303.039,286.867,69.569,182.378,37.461,4.695,115.669,22.441,11.496,1.138,0.767,0.605,285.47,327.95,243.437,247.763,369.895,350.538,252.766,175.779,259.051,281.53,345.15,308.553,104.319,101.833,110.158,132.435,118.091,109.298,96.454,94.012,94.648,97.968,112.893,115.624,14.895,2.239,4.956,115.993,0.955,1.035,2.122,0.773,1.487,0.025,48.325,44.979,24.574,29.292,36.117,40.8,34.493,34.393,36.534,32.874,45.326,31.937,169.674,0.128,0.041,0.1,0.058,96.338,4.087,0.205,85.003,0.043,918.869,1027.308,839.452,994.766,1134.984,1066.83,896.128,650.539,877.662,955.22,1027.825,963.708,102.02,40.092,39.334,15.034,4.353,6.197,0.096,9.041,88.954,74.648,72.506,11.443,14.508,19.713,16.403,11.277,55.972,6.632,15.431,35.163,108.723,69.277,18.477,17.107,12.523,15.431,12.169,3.431,3.123,11.794,14.06,17.131,30.308,70.718,85.003,84.589,79.274,72.113,75.073,0.163,0.224,0.403,0.413,0.218,7.014,72.806,1.461,317.062,0,2504.461,2233.298,1878.6,1044.619,619.087,49.903,49,49.04,48.089,48.281,49.514,36.337,18.711,3.551,5.454,38.962,10.617,6.601,5.75,6.126,26.965,197.084,3.477,269.277,0.346,40.218,0.183,163.308,73.128,0.025,0.123,213.379,76.508,0.113,137.285,199.935,82.259,218.766,0.344,0.27,0.191,115.861,11.653,"weighted"
"08073600","1971-10-01","2016-09-30",406.768,0.606,0.497,0.192,0.852,0.127,248.924,406.766,136.731,123.026,21.78,3.044,22.547,10.675,7.446,0.637,0.481,0.407,398.998,419.875,374.54,357.046,496.331,490.078,375.806,269.742,380.09,395.025,492.074,435.772,81.358,76.511,90.269,92.859,89.467,80.877,73.909,82.007,85.494,86.679,88.777,90.374,6.631,1.549,2.768,87.305,0.407,1.403,1.453,0.496,1.136,-0.008,95.926,88.915,60.556,71.028,81.01,88.656,68.959,67.246,68.913,69.387,109.656,70.641,120.919,0.297,0.116,0.287,0.139,47.243,11.596,0.289,24.971,0.135,1085.256,1036.308,1158.949,1172.544,1355.231,1249.461,982.154,924.385,1194.461,1220.718,1316.59,1179.718,68.006,16.133,16.213,9.578,3.969,4.531,-0.291,8.943,37.583,29.527,18.966,5.54,7.889,11.44,9.003,16.154,38.932,0.192,17.026,33.425,109.103,54.179,22.231,19,12.359,17.026,16.923,2.769,1.205,39.031,44.118,49.011,71.069,129.72,24.971,21.932,20.712,22.636,42.874,0.306,0.377,0.543,0.553,0.431,5.226,38.574,0,NA,0,2593.436,1919.795,1720.828,1230.397,804.919,33.964,25.303,25.585,33.294,38.267,19.734,13.217,9.39,2.879,5.464,35.63,8.358,5.904,4.54,5.531,16.849,235.974,1.282,313.513,0.509,56.551,0.353,161.041,69.43,0.032,0.058,321.856,75.478,0.282,183.796,160.425,113.78,192.82,0.365,0.231,0.133,135.641,6.435,"weighted"
"08073700","1963-10-01","2016-09-30",406.376,0.62,0.518,0.228,0.838,0.153,181.119,388.467,123.5,134.06,23.57,3.133,29.827,11.327,7.547,0.705,0.51,0.425,317.033,368.488,319.534,302.007,576.141,509.954,432.022,303.501,361.552,376.607,437.051,357.753,88.63,82.767,92.38,110.835,89.46,83.207,74.189,76.406,92.106,87.986,89.485,101.734,9.009,1.753,3.236,95.61,0.593,1.299,1.754,0.782,1.437,0.073,81.35,66.168,47.318,52.153,96.05,92.771,78.032,68.214,72.271,66.543,104.047,71.311,127.342,0.242,0.096,0.213,0.119,39.472,9.6,0.285,47.639,0.121,998.179,970.321,1065,1217.457,1523.143,1207.143,1144.072,901.036,1224.357,1275.475,1211.535,1148.679,76.669,22.463,19.983,9.704,3.831,5.182,-0.739,9.46,42.588,34.163,24.297,5.856,8.424,12.177,9.363,13.714,54.401,3.405,16.464,36.122,106.143,55.286,21.107,17.964,13.214,16.464,14.5,3.286,1.357,36.207,38.467,44.881,73.701,136.77,47.639,47.334,41.603,40.656,52.935,0.276,0.339,0.571,0.521,0.378,5.718,51.97,0,NA,0,2828.357,2050.119,1777.77,1224.457,776.073,36.374,32.851,35.401,47.841,49.274,23.2,14.926,10.145,2.889,5.258,39.599,8.994,6.114,4.454,5.696,20.61,224.25,1.964,296.928,0.468,53.377,0.52,171.094,57.52,0.038,0.07,260.028,69.932,0.339,179.74,174.89,109.583,205.872,0.36,0.219,0.142,129.393,10.512,"weighted"
"08074000","1936-10-01","1975-09-30",278.164,0.757,0.679,0.447,0.892,0.07,89.588,278.166,57.939,207.494,36.411,6.61,73.72,17.689,10.414,1.134,0.768,0.628,331.6,304.734,212.237,226.934,427.954,323.967,207.837,176.463,284.786,237.349,308.73,298.787,100.171,107.721,105.37,122.328,111.188,117.927,110.429,98.667,93.474,95.466,107.645,119.576,22.519,3.043,8.168,136.019,1.727,0.828,3.01,1.483,2.22,0.263,53.597,34.818,21.8,18.918,29.364,44.279,28.603,29.291,40.618,33.485,26.306,32.203,133.073,0.193,0.054,0.177,0.064,59.564,5.371,0.202,43.056,0.037,1191.727,1086.515,1036.485,969.409,1610.697,1192.515,953,947.139,1200.697,831.121,1199.727,1112.727,131.569,68.706,86.599,17.804,4.188,8.257,-0.368,11.179,162.239,157.907,156.201,18.406,25.471,33.72,27.882,12.303,58.973,9.374,12.848,31.963,108.061,63.757,15.364,13.424,10.061,12.848,13.697,4.242,0.849,12.439,12.999,14.387,26.326,65.227,43.056,38.001,36.781,47.701,78.019,0.197,0.231,0.403,0.405,0.249,5.62,53.458,0,NA,0,3756.151,3219.838,2531.086,1152.72,610.074,58.569,57.374,56.773,63.774,63.561,100.584,70.424,28.99,4.077,6.656,43.122,12.667,8.448,6.407,7.387,21.147,269.667,1,317.788,0.399,47.42,0.267,54.045,67.038,0.023,0.022,220.936,73.141,0.195,146.188,251.76,76.828,249.695,0.311,0.248,0.196,109.909,17.205,"weighted"
"08074020","1999-10-01","2016-09-30",126.047,0.635,0.731,0.628,0.272,0.042,183.257,126.046,75.213,284.375,21.511,3.386,8.001,3.12,2.288,0.626,0.35,0.256,110.73,107.898,112.139,138.784,149.198,144.845,131.159,98.671,118.697,163.708,128.117,107.86,159.756,107.22,142.366,163.525,147.507,130.419,155.048,127.428,149.46,175.067,149.667,156.517,7.38,1.335,3.082,83.577,0.534,3.653,1.225,0.299,0.999,0.01,67.416,69.18,68.689,62.013,61.106,62.666,61.901,61.831,61.993,66.208,66.559,67.249,24.55,0.536,0.241,0.514,0.259,36.125,24.039,0.304,23.279,1.675,659.456,432.7,699.45,1406.712,1018.144,1236.725,910.938,476.994,796.325,1450.569,887.35,688.513,141.513,139.549,46.834,5.156,1.78,9.494,-Inf,110.855,34.474,31.162,34.309,17.82,24.858,33.573,19.419,18.437,60.361,0,26.625,25.978,55.937,27.5,24.312,22.375,15.812,26.625,19.438,3.812,0.375,57.796,10.816,11.625,16.589,27.198,23.279,20.77,17.909,31.803,35.371,0.543,0.526,0.751,0.788,0.654,7.45,39.612,0,NA,0,3824.5,1826.896,919.387,322.454,203.879,64.144,54.32,47.435,36.242,33.506,146.709,35.455,11.377,2.852,3.336,34.785,9.293,2.316,1.649,3.808,15.941,296.625,0.375,334.187,0.569,63.207,0.3,274.16,71.96,0.03,0.003,301.573,67.201,0.496,120.793,386.077,78.228,454.093,0.333,0.129,0.138,139.062,12.242,"weighted"
"08074150","1964-10-01","1986-09-30",8.09,0.84,0.81,0.67,0.49,0.03,101.345,8.086,1.3,380.59,609.551,6.22,80.875,12.286,6.739,16.744,9.561,7.272,8.352,9.555,7.167,6.854,11.659,11.335,5.08,6.068,7.857,8.661,7.333,7.273,172.547,173.531,188.992,203.748,231.109,254.772,207.645,219.209,233.393,223.11,214.91,211.469,17.174,2.066,4.696,122.155,0.851,1.078,1.968,0.492,1.335,0.041,1.011,1.006,0.9,0.605,0.515,0.43,0.287,0.294,0.402,0.336,0.568,0.756,103.577,0.059,0.011,0.025,0.023,115.116,1.144,0.098,144.686,0.013,72.49,87.527,80.864,83.368,130.359,149.109,52.945,86.977,96.005,100.782,69.532,82.477,137.043,296.981,115.385,9.954,2.385,11.846,-1.131,49.539,80.075,71.628,80.593,33.663,41.941,55.832,40.184,16.955,64.443,17.55,25.955,27.668,77.545,44.955,25.409,25.091,19.409,25.955,17.5,3.727,0.864,0.095,0.111,0.147,0.552,2.102,144.686,132.899,107.338,107.88,83.007,0.073,0.113,0.425,0.354,0.123,4.837,44.446,6.545,251.027,0,371.545,218.395,108.183,34.095,17.931,55.904,62.275,56.945,45.117,39.555,285.804,83.218,26.227,3.825,3.243,31.007,7.002,3.096,2.316,3.489,16.069,234.114,0.955,295.591,0.288,39.629,0.111,358.251,44.562,0.018,0.011,219.338,71.997,0.238,13.175,337.434,7.078,399.014,0.313,0.511,0.387,136.364,12.186,"none"
